# update: 2020-01-24 09:47:38 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|37|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|37|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6017|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 13:54:13 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|121|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|82|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|80|1|待明确地区：确诊 7 死亡 1 治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|37|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|37|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6014|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 14:39:19 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|121|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|82|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|80|1|待明确地区：确诊 7 死亡 1 治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|37|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6015|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 14:54:57 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|121|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|82|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|80|1|待明确地区：确诊 7 死亡 1 治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6016|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 15:03:29 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|130|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|82|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|80|1|待明确地区：确诊 7 死亡 1 治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6025|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 15:15:17 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|130|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|96|1|待明确地区：确诊 7 死亡 1 治愈 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|82|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6041|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 15:35:20 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|130|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|82|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6041|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 15:54:32 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|241|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|130|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|84|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6043|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 16:24:52 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|272|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|130|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|84|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|51|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|43|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|38|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|16|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|12|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|0|0|疑似 1 例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|6074|132||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-29 17:12:30 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|3554|125|待明确地区：治愈 30|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|296|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|272|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|221|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|206|2|待明确地区：死亡 1 治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|152|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|147|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|130|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|109|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|108|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|102|1|待明确地区：死亡 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|99|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|84|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|58|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|55|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|48|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
