# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-22 03:28:10 CST
# place|confirmed_cases|deaths|notes|sources
Heilongjiang|59|2||
Hainan|51|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Guizhou|15|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9724|213||
# update: 2020-01-31 13:36:50 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|537|0||
Guangdong|393|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|206|0||
Shandong|178|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|132|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Hebei|82|1||
Yunnan|80|0||
Heilongjiang|59|2||
Hainan|51|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Guizhou|15|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9731|213||
# update: 2020-01-31 15:21:49 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|537|0||
Guangdong|393|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|206|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|132|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Hebei|82|1||
Yunnan|80|0||
Heilongjiang|59|2||
Hainan|51|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Guizhou|15|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9737|213||
# update: 2020-01-31 15:58:46 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|537|0||
Guangdong|393|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|132|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|51|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Guizhou|15|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9745|213||
# update: 2020-01-31 16:35:08 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|537|0||
Guangdong|393|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|51|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Guizhou|15|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9752|213||
# update: 2020-01-31 16:59:29 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|51|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Guizhou|29|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9809|213||
# update: 2020-01-31 17:07:05 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|52|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Guizhou|29|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9810|213||
# update: 2020-01-31 17:32:45 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|538|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|52|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Guizhou|29|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|9|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9811|213||
# update: 2020-01-31 20:59:49 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 30|
Zhejiang|538|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|52|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Guizhou|29|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9812|213||
# update: 2020-01-31 21:52:53 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 22|
Zhejiang|538|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Heilongjiang|59|2||
Hainan|52|1||
Liaoning|48|0||
Shanxi|39|0||
Tianjin|32|0||
Guizhou|29|0||
Gansu|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9812|213||
# update: 2020-02-01 07:15:17 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|5806|204|待明确地区：治愈 22|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Anhui|237|0||
Chongqing|211|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|52|1||
Shanxi|39|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|9829|213||
# update: 2020-02-01 07:35:07 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 22|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Chongqing|238|0||
Anhui|237|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Shanghai|135|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|52|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11211|258||
# update: 2020-02-01 07:51:09 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 22|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Chongqing|238|0||
Anhui|237|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Hebei|82|1||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11230|258||
# update: 2020-02-01 08:10:21 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 22|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Chongqing|238|0||
Anhui|237|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Hebei|96|1||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11244|258||
# update: 2020-02-01 08:22:27 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Chongqing|238|0||
Anhui|237|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Hebei|96|1||
Guangxi|87|0||
Shaanxi|87|0||
Yunnan|83|0||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11244|258||
# update: 2020-02-01 08:29:47 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|537|0||
Guangdong|436|0||
Henan|352|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Chongqing|238|0||
Anhui|237|0||
Shandong|184|0||
Sichuan|177|1||
Jiangsu|168|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11257|258||
# update: 2020-02-01 08:51:43 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|537|0||
Guangdong|436|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|240|0||
Chongqing|238|0||
Anhui|237|0||
Sichuan|207|1||
Shandong|184|0||
Jiangsu|168|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11357|258||
# update: 2020-02-01 09:02:15 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|537|0||
Guangdong|436|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|286|0||
Chongqing|238|0||
Anhui|237|0||
Sichuan|207|1||
Jiangsu|202|0||
Shandong|184|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11437|258||
# update: 2020-02-01 09:14:18 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|436|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Jiangxi|286|0||
Chongqing|238|0||
Anhui|237|0||
Sichuan|207|1||
Jiangsu|202|0||
Shandong|184|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Liaoning|60|0||
Heilongjiang|59|2||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11499|258||
# update: 2020-02-01 09:23:48 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Anhui|297|0||
Jiangxi|286|0||
Chongqing|238|0||
Sichuan|207|1||
Jiangsu|202|0||
Shandong|184|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Xinjiang|17|0||
Jilin|14|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11664|258||
# update: 2020-02-01 09:40:00 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|0||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|53|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Jilin|17|0||
Xinjiang|17|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11685|258||
# update: 2020-02-01 09:49:41 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|1||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|52|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|32|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Jilin|17|0||
Xinjiang|17|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11684|259||
# update: 2020-02-01 10:01:54 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|1||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|52|1||
Shanxi|47|0||
Gansu|35|0||
Tianjin|34|0||
Guizhou|29|0||
Ningxia|21|0||
Inner Mongolia|20|0||
Jilin|17|0||
Xinjiang|17|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11686|259||
# update: 2020-02-01 10:12:48 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|332|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|1||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|57|2||
Shanxi|47|0||
Gansu|35|0||
Tianjin|34|0||
Guizhou|29|0||
Ningxia|26|0||
Inner Mongolia|20|0||
Jilin|17|0||
Xinjiang|17|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11696|260||
# update: 2020-02-01 10:16:31 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 47|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|389|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|1||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Guangxi|100|0||
Hebei|96|1||
Shaanxi|87|0||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|57|2||
Shanxi|47|0||
Gansu|35|0||
Tianjin|34|0||
Guizhou|29|0||
Ningxia|26|0||
Inner Mongolia|20|0||
Jilin|17|0||
Xinjiang|17|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11753|260||
# update: 2020-02-01 10:58:24 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 36|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|389|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|1||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Shaanxi|101|0||
Guangxi|100|0||
Hebei|96|1||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|57|2||
Shanxi|47|0||
Gansu|35|0||
Tianjin|34|0||
Guizhou|29|0||
Ningxia|26|0||
Inner Mongolia|20|0||
Jilin|17|0||
Xinjiang|17|0||
Hong Kong|12|0||
Taiwan|10|0||
Qinghai|8|0||
Macau|7|0||
Tibet|1|0||
CHINA TOTAL|11767|260||
# update: 2020-02-01 11:16:20 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|7153|249|待明确地区：治愈 36|
Zhejiang|599|0||
Guangdong|520|0||
Henan|422|2|待明确地区：治愈 1|
Hunan|389|0||
Anhui|297|0||
Jiangxi|286|0|待明确地区治愈2例|
Chongqing|238|1||
Sichuan|207|1||
Shandong|202|0||
Jiangsu|202|0||
Shanghai|153|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|
Beijing|139|1|待明确地区：死亡 1，治愈 1|
Fujian|120|0||
Shaanxi|101|0||
Guangxi|100|0||
Hebei|96|1||
Yunnan|83|0||
Heilongjiang|80|2||
Liaoning|60|0||
Hainan|57|2||
Shanxi|47|0||
Gansu|35|0||
Tianjin|34|0||
Guizhou|29|0||
Ningxia|26|0||
Inner Mongolia|20|0||
Xinjiang|18|0||
Jilin|17|0||
Hong Kong|12|0||
Taiwan|10|0||
